room_id,rt60_target,rt60_achieved,distance_m,replicate,seed,snr_condition,utterance,config_id,delay,taps,stoi,si_sdr_db,runtime_s,numerical_failure,signal_failure,warnings
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,6848-252323-0022,C3,2,30,0.7858506540614889,5.614802720084876,7.042,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,6848-252323-0022,C4,3,10,0.8050293366906436,6.855814439371391,1.617,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,6848-252323-0022,C5,3,20,0.8017989189685052,6.697902154727626,3.216,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,6848-252323-0022,C6,3,30,0.8012192805621979,6.720716767819795,7.04,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,6848-252323-0022,C7,4,10,0.8175624664848405,8.130299023893413,1.567,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,6848-252323-0022,C8,4,20,0.8151885578175871,7.984317566150047,3.011,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,6848-252323-0022,C9,4,30,0.8148016135862907,8.016716268573486,8.602,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,2893-139310-0011,baseline,,,0.8889786086670729,9.490985625345887,,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,2893-139310-0011,C1,2,10,0.8566860768901139,6.705695921054832,1.726,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,2893-139310-0011,C2,2,20,0.8540190321832783,6.555427831858923,3.456,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,2893-139310-0011,C3,2,30,0.8536077473123499,6.565961997990403,8.308,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,2893-139310-0011,C4,3,10,0.8700055878239021,7.709450999867842,1.755,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,2893-139310-0011,C5,3,20,0.8678605971079247,7.581979777125982,3.095,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,2893-139310-0011,C6,3,30,0.8674951072157416,7.59779024106677,9.003,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,2893-139310-0011,C7,4,10,0.8806799234298854,8.554680944529562,1.8,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,2893-139310-0011,C8,4,20,0.878731213665537,8.451436001804707,3.253,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,2893-139310-0011,C9,4,30,0.8786184894735267,8.476603914225311,7.195,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,26-495-0064,baseline,,,0.9274781192924169,9.517827436673231,,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,26-495-0064,C1,2,10,0.8929091771082959,6.428919654867174,1.439,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,26-495-0064,C2,2,20,0.8899697629461704,6.301710288602744,2.748,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,26-495-0064,C3,2,30,0.8894163653998254,6.314019324438026,6.638,False,False,
